course_id;course_slug;course_name;source_kind;discipline;subject;question_count
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Coordenação e de subordinação;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Sinais de pontuação;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego dos sinais de pontuação;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Significação das palavras;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância verbal e nominal;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância verbal e nominal;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Regência verbal e nominal;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Regência verbal e nominal;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;51
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;51
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Colocação dos pronomes átonos;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Língua Portuguesa;Colocação dos pronomes átonos;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Mineração de Dados;Conceitos de mineração de dados;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Mineração de Dados;Classificação e agrupamento de dados;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Mineração de Dados;Algoritmos de mineração de dados;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Mineração de Dados;Conceitos de Balanced Scorecard;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Modelagem de Sistemas de Informação;Sistemas de Informação: conceitos, tipos, características e tecnologias;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Modelagem de Sistemas de Informação;Ciclos de vida de Sistemas de Informação;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Modelagem de Sistemas de Informação;Processos de Desenvolvimento de Software;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Modelagem de Sistemas de Informação;Requisitos: conceitos, características, tipos, técnicas de análise e elicitação;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Modelagem de Sistemas de Informação;Modelagem de Processos de Negócio: processos de negócios, Aris-EPC, BPMN 2.0, Diagrama de Atividade UML e regras de negócios;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Modelagem de Sistemas de Informação;Modelo de Entidades e Relacionamentos;50
2;transpetro;Transpetro 2026 — Análise de Sistemas — SAP;SUPABASE_ACADEMIC;Modelagem de Sistemas de Informação;Processo Unificado, UML 2.5.1 e seus diagramas;50
26;transpetro-2026-01-auxiliar-de-sa-de-asa-;Transpetro 2026 — Auxiliar de Saúde (ASA);SUPABASE_ACADEMIC;Conhecimentos Específicos;Conteúdo específico — Auxiliar de Saúde (ASA);50
26;transpetro-2026-01-auxiliar-de-sa-de-asa-;Transpetro 2026 — Auxiliar de Saúde (ASA);SUPABASE_ACADEMIC;Língua Portuguesa;Compreensão de textos de gêneros variados;50
26;transpetro-2026-01-auxiliar-de-sa-de-asa-;Transpetro 2026 — Auxiliar de Saúde (ASA);SUPABASE_ACADEMIC;Língua Portuguesa;Ortografia oficial;50
26;transpetro-2026-01-auxiliar-de-sa-de-asa-;Transpetro 2026 — Auxiliar de Saúde (ASA);SUPABASE_ACADEMIC;Língua Portuguesa;Mecanismos de coesão textual;50
26;transpetro-2026-01-auxiliar-de-sa-de-asa-;Transpetro 2026 — Auxiliar de Saúde (ASA);SUPABASE_ACADEMIC;Língua Portuguesa;Emprego das classes de palavras;50
26;transpetro-2026-01-auxiliar-de-sa-de-asa-;Transpetro 2026 — Auxiliar de Saúde (ASA);SUPABASE_ACADEMIC;Língua Portuguesa;Concordância nominal e verbal;50
26;transpetro-2026-01-auxiliar-de-sa-de-asa-;Transpetro 2026 — Auxiliar de Saúde (ASA);SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;51
26;transpetro-2026-01-auxiliar-de-sa-de-asa-;Transpetro 2026 — Auxiliar de Saúde (ASA);SUPABASE_ACADEMIC;Língua Portuguesa;Sinais de pontuação;50
26;transpetro-2026-01-auxiliar-de-sa-de-asa-;Transpetro 2026 — Auxiliar de Saúde (ASA);SUPABASE_ACADEMIC;Língua Portuguesa;Significação das palavras;50
45;transpetro-2026-04-ci-ncia-de-dados;Transpetro 2026 — Ciência de Dados;SUPABASE_ACADEMIC;Business Intelligence;Business Intelligence;50
45;transpetro-2026-04-ci-ncia-de-dados;Transpetro 2026 — Ciência de Dados;SUPABASE_ACADEMIC;Conhecimentos Específicos;Conteúdo específico — Ciência de Dados;50
45;transpetro-2026-04-ci-ncia-de-dados;Transpetro 2026 — Ciência de Dados;SUPABASE_ACADEMIC;Língua Inglesa;Compreensão de texto escrito em língua inglesa;50
45;transpetro-2026-04-ci-ncia-de-dados;Transpetro 2026 — Ciência de Dados;SUPABASE_ACADEMIC;Língua Inglesa;Itens gramaticais relevantes para a compreensão dos conteúdos semânticos;50
45;transpetro-2026-04-ci-ncia-de-dados;Transpetro 2026 — Ciência de Dados;SUPABASE_ACADEMIC;Língua Portuguesa;Compreensão de textos de gêneros variados;50
45;transpetro-2026-04-ci-ncia-de-dados;Transpetro 2026 — Ciência de Dados;SUPABASE_ACADEMIC;Língua Portuguesa;Ortografia oficial;50
45;transpetro-2026-04-ci-ncia-de-dados;Transpetro 2026 — Ciência de Dados;SUPABASE_ACADEMIC;Língua Portuguesa;Mecanismos de coesão textual;50
45;transpetro-2026-04-ci-ncia-de-dados;Transpetro 2026 — Ciência de Dados;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego das classes de palavras;50
45;transpetro-2026-04-ci-ncia-de-dados;Transpetro 2026 — Ciência de Dados;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância nominal e verbal;50
45;transpetro-2026-04-ci-ncia-de-dados;Transpetro 2026 — Ciência de Dados;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
45;transpetro-2026-04-ci-ncia-de-dados;Transpetro 2026 — Ciência de Dados;SUPABASE_ACADEMIC;Língua Portuguesa;Sinais de pontuação;50
45;transpetro-2026-04-ci-ncia-de-dados;Transpetro 2026 — Ciência de Dados;SUPABASE_ACADEMIC;Língua Portuguesa;Significação das palavras;50
45;transpetro-2026-04-ci-ncia-de-dados;Transpetro 2026 — Ciência de Dados;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância verbal e nominal;50
45;transpetro-2026-04-ci-ncia-de-dados;Transpetro 2026 — Ciência de Dados;SUPABASE_ACADEMIC;Língua Portuguesa;Regência verbal e nominal;50
45;transpetro-2026-04-ci-ncia-de-dados;Transpetro 2026 — Ciência de Dados;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
45;transpetro-2026-04-ci-ncia-de-dados;Transpetro 2026 — Ciência de Dados;SUPABASE_ACADEMIC;Língua Portuguesa;Colocação dos pronomes átonos;50
45;transpetro-2026-04-ci-ncia-de-dados;Transpetro 2026 — Ciência de Dados;SUPABASE_ACADEMIC;Mineração de Dados;Mineração de Dados;50
49;transpetro-2026-04-comercializa-o-e-log-stica-com-rcio-e-suprimentos;Transpetro 2026 — Comercialização e Logística - Comércio e Suprimentos;SUPABASE_ACADEMIC;Conhecimentos Específicos;Conteúdo específico — Comercialização e Logística - Comércio e Suprimentos;50
49;transpetro-2026-04-comercializa-o-e-log-stica-com-rcio-e-suprimentos;Transpetro 2026 — Comercialização e Logística - Comércio e Suprimentos;SUPABASE_ACADEMIC;Língua Inglesa;Compreensão de texto escrito em língua inglesa;50
49;transpetro-2026-04-comercializa-o-e-log-stica-com-rcio-e-suprimentos;Transpetro 2026 — Comercialização e Logística - Comércio e Suprimentos;SUPABASE_ACADEMIC;Língua Inglesa;Itens gramaticais relevantes para a compreensão dos conteúdos semânticos;50
49;transpetro-2026-04-comercializa-o-e-log-stica-com-rcio-e-suprimentos;Transpetro 2026 — Comercialização e Logística - Comércio e Suprimentos;SUPABASE_ACADEMIC;Língua Portuguesa;Compreensão de textos de gêneros variados;50
49;transpetro-2026-04-comercializa-o-e-log-stica-com-rcio-e-suprimentos;Transpetro 2026 — Comercialização e Logística - Comércio e Suprimentos;SUPABASE_ACADEMIC;Língua Portuguesa;Ortografia oficial;50
49;transpetro-2026-04-comercializa-o-e-log-stica-com-rcio-e-suprimentos;Transpetro 2026 — Comercialização e Logística - Comércio e Suprimentos;SUPABASE_ACADEMIC;Língua Portuguesa;Mecanismos de coesão textual;50
49;transpetro-2026-04-comercializa-o-e-log-stica-com-rcio-e-suprimentos;Transpetro 2026 — Comercialização e Logística - Comércio e Suprimentos;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego das classes de palavras;50
49;transpetro-2026-04-comercializa-o-e-log-stica-com-rcio-e-suprimentos;Transpetro 2026 — Comercialização e Logística - Comércio e Suprimentos;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância nominal e verbal;50
49;transpetro-2026-04-comercializa-o-e-log-stica-com-rcio-e-suprimentos;Transpetro 2026 — Comercialização e Logística - Comércio e Suprimentos;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
49;transpetro-2026-04-comercializa-o-e-log-stica-com-rcio-e-suprimentos;Transpetro 2026 — Comercialização e Logística - Comércio e Suprimentos;SUPABASE_ACADEMIC;Língua Portuguesa;Sinais de pontuação;50
49;transpetro-2026-04-comercializa-o-e-log-stica-com-rcio-e-suprimentos;Transpetro 2026 — Comercialização e Logística - Comércio e Suprimentos;SUPABASE_ACADEMIC;Língua Portuguesa;Significação das palavras;50
49;transpetro-2026-04-comercializa-o-e-log-stica-com-rcio-e-suprimentos;Transpetro 2026 — Comercialização e Logística - Comércio e Suprimentos;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância verbal e nominal;50
49;transpetro-2026-04-comercializa-o-e-log-stica-com-rcio-e-suprimentos;Transpetro 2026 — Comercialização e Logística - Comércio e Suprimentos;SUPABASE_ACADEMIC;Língua Portuguesa;Regência verbal e nominal;50
49;transpetro-2026-04-comercializa-o-e-log-stica-com-rcio-e-suprimentos;Transpetro 2026 — Comercialização e Logística - Comércio e Suprimentos;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
49;transpetro-2026-04-comercializa-o-e-log-stica-com-rcio-e-suprimentos;Transpetro 2026 — Comercialização e Logística - Comércio e Suprimentos;SUPABASE_ACADEMIC;Língua Portuguesa;Colocação dos pronomes átonos;50
62;transpetro-2026-04-comercializa-o-e-log-stica-transporte-mar-timo;Transpetro 2026 — Comercialização e Logística - Transporte Marítimo;SUPABASE_ACADEMIC;Conhecimentos Específicos;Conteúdo específico — Comercialização e Logística - Transporte Marítimo;50
62;transpetro-2026-04-comercializa-o-e-log-stica-transporte-mar-timo;Transpetro 2026 — Comercialização e Logística - Transporte Marítimo;SUPABASE_ACADEMIC;Língua Inglesa;Compreensão de texto escrito em língua inglesa;50
62;transpetro-2026-04-comercializa-o-e-log-stica-transporte-mar-timo;Transpetro 2026 — Comercialização e Logística - Transporte Marítimo;SUPABASE_ACADEMIC;Língua Inglesa;Itens gramaticais relevantes para a compreensão dos conteúdos semânticos;50
62;transpetro-2026-04-comercializa-o-e-log-stica-transporte-mar-timo;Transpetro 2026 — Comercialização e Logística - Transporte Marítimo;SUPABASE_ACADEMIC;Língua Portuguesa;Compreensão de textos de gêneros variados;50
62;transpetro-2026-04-comercializa-o-e-log-stica-transporte-mar-timo;Transpetro 2026 — Comercialização e Logística - Transporte Marítimo;SUPABASE_ACADEMIC;Língua Portuguesa;Ortografia oficial;50
62;transpetro-2026-04-comercializa-o-e-log-stica-transporte-mar-timo;Transpetro 2026 — Comercialização e Logística - Transporte Marítimo;SUPABASE_ACADEMIC;Língua Portuguesa;Mecanismos de coesão textual;50
62;transpetro-2026-04-comercializa-o-e-log-stica-transporte-mar-timo;Transpetro 2026 — Comercialização e Logística - Transporte Marítimo;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego das classes de palavras;50
62;transpetro-2026-04-comercializa-o-e-log-stica-transporte-mar-timo;Transpetro 2026 — Comercialização e Logística - Transporte Marítimo;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância nominal e verbal;50
62;transpetro-2026-04-comercializa-o-e-log-stica-transporte-mar-timo;Transpetro 2026 — Comercialização e Logística - Transporte Marítimo;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
62;transpetro-2026-04-comercializa-o-e-log-stica-transporte-mar-timo;Transpetro 2026 — Comercialização e Logística - Transporte Marítimo;SUPABASE_ACADEMIC;Língua Portuguesa;Sinais de pontuação;50
62;transpetro-2026-04-comercializa-o-e-log-stica-transporte-mar-timo;Transpetro 2026 — Comercialização e Logística - Transporte Marítimo;SUPABASE_ACADEMIC;Língua Portuguesa;Significação das palavras;50
62;transpetro-2026-04-comercializa-o-e-log-stica-transporte-mar-timo;Transpetro 2026 — Comercialização e Logística - Transporte Marítimo;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância verbal e nominal;50
62;transpetro-2026-04-comercializa-o-e-log-stica-transporte-mar-timo;Transpetro 2026 — Comercialização e Logística - Transporte Marítimo;SUPABASE_ACADEMIC;Língua Portuguesa;Regência verbal e nominal;50
62;transpetro-2026-04-comercializa-o-e-log-stica-transporte-mar-timo;Transpetro 2026 — Comercialização e Logística - Transporte Marítimo;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
62;transpetro-2026-04-comercializa-o-e-log-stica-transporte-mar-timo;Transpetro 2026 — Comercialização e Logística - Transporte Marítimo;SUPABASE_ACADEMIC;Língua Portuguesa;Colocação dos pronomes átonos;50
68;transpetro-2026-04-comunica-o-social-jornalismo;Transpetro 2026 — Comunicação Social - Jornalismo;SUPABASE_ACADEMIC;Conhecimentos Específicos;Conteúdo específico — Comunicação Social - Jornalismo;50
68;transpetro-2026-04-comunica-o-social-jornalismo;Transpetro 2026 — Comunicação Social - Jornalismo;SUPABASE_ACADEMIC;Língua Inglesa;Compreensão de texto escrito em língua inglesa;50
68;transpetro-2026-04-comunica-o-social-jornalismo;Transpetro 2026 — Comunicação Social - Jornalismo;SUPABASE_ACADEMIC;Língua Inglesa;Itens gramaticais relevantes para a compreensão dos conteúdos semânticos;50
68;transpetro-2026-04-comunica-o-social-jornalismo;Transpetro 2026 — Comunicação Social - Jornalismo;SUPABASE_ACADEMIC;Língua Portuguesa;Compreensão de textos de gêneros variados;50
68;transpetro-2026-04-comunica-o-social-jornalismo;Transpetro 2026 — Comunicação Social - Jornalismo;SUPABASE_ACADEMIC;Língua Portuguesa;Ortografia oficial;50
68;transpetro-2026-04-comunica-o-social-jornalismo;Transpetro 2026 — Comunicação Social - Jornalismo;SUPABASE_ACADEMIC;Língua Portuguesa;Mecanismos de coesão textual;50
68;transpetro-2026-04-comunica-o-social-jornalismo;Transpetro 2026 — Comunicação Social - Jornalismo;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego das classes de palavras;50
68;transpetro-2026-04-comunica-o-social-jornalismo;Transpetro 2026 — Comunicação Social - Jornalismo;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância nominal e verbal;50
68;transpetro-2026-04-comunica-o-social-jornalismo;Transpetro 2026 — Comunicação Social - Jornalismo;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
68;transpetro-2026-04-comunica-o-social-jornalismo;Transpetro 2026 — Comunicação Social - Jornalismo;SUPABASE_ACADEMIC;Língua Portuguesa;Sinais de pontuação;50
68;transpetro-2026-04-comunica-o-social-jornalismo;Transpetro 2026 — Comunicação Social - Jornalismo;SUPABASE_ACADEMIC;Língua Portuguesa;Significação das palavras;50
68;transpetro-2026-04-comunica-o-social-jornalismo;Transpetro 2026 — Comunicação Social - Jornalismo;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância verbal e nominal;50
68;transpetro-2026-04-comunica-o-social-jornalismo;Transpetro 2026 — Comunicação Social - Jornalismo;SUPABASE_ACADEMIC;Língua Portuguesa;Regência verbal e nominal;50
68;transpetro-2026-04-comunica-o-social-jornalismo;Transpetro 2026 — Comunicação Social - Jornalismo;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
68;transpetro-2026-04-comunica-o-social-jornalismo;Transpetro 2026 — Comunicação Social - Jornalismo;SUPABASE_ACADEMIC;Língua Portuguesa;Colocação dos pronomes átonos;50
55;transpetro-2026-04-comunica-o-social-rela-es-p-blicas;Transpetro 2026 — Comunicação Social - Relações Públicas;SUPABASE_ACADEMIC;Conhecimentos Específicos;Conteúdo específico — Comunicação Social - Relações Públicas;50
55;transpetro-2026-04-comunica-o-social-rela-es-p-blicas;Transpetro 2026 — Comunicação Social - Relações Públicas;SUPABASE_ACADEMIC;Língua Inglesa;Compreensão de texto escrito em língua inglesa;50
55;transpetro-2026-04-comunica-o-social-rela-es-p-blicas;Transpetro 2026 — Comunicação Social - Relações Públicas;SUPABASE_ACADEMIC;Língua Inglesa;Itens gramaticais relevantes para a compreensão dos conteúdos semânticos;50
55;transpetro-2026-04-comunica-o-social-rela-es-p-blicas;Transpetro 2026 — Comunicação Social - Relações Públicas;SUPABASE_ACADEMIC;Língua Portuguesa;Compreensão de textos de gêneros variados;50
55;transpetro-2026-04-comunica-o-social-rela-es-p-blicas;Transpetro 2026 — Comunicação Social - Relações Públicas;SUPABASE_ACADEMIC;Língua Portuguesa;Ortografia oficial;50
55;transpetro-2026-04-comunica-o-social-rela-es-p-blicas;Transpetro 2026 — Comunicação Social - Relações Públicas;SUPABASE_ACADEMIC;Língua Portuguesa;Mecanismos de coesão textual;50
55;transpetro-2026-04-comunica-o-social-rela-es-p-blicas;Transpetro 2026 — Comunicação Social - Relações Públicas;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego das classes de palavras;50
55;transpetro-2026-04-comunica-o-social-rela-es-p-blicas;Transpetro 2026 — Comunicação Social - Relações Públicas;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância nominal e verbal;50
55;transpetro-2026-04-comunica-o-social-rela-es-p-blicas;Transpetro 2026 — Comunicação Social - Relações Públicas;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
55;transpetro-2026-04-comunica-o-social-rela-es-p-blicas;Transpetro 2026 — Comunicação Social - Relações Públicas;SUPABASE_ACADEMIC;Língua Portuguesa;Sinais de pontuação;50
55;transpetro-2026-04-comunica-o-social-rela-es-p-blicas;Transpetro 2026 — Comunicação Social - Relações Públicas;SUPABASE_ACADEMIC;Língua Portuguesa;Significação das palavras;50
55;transpetro-2026-04-comunica-o-social-rela-es-p-blicas;Transpetro 2026 — Comunicação Social - Relações Públicas;SUPABASE_ACADEMIC;Língua Portuguesa;Concordância verbal e nominal;50
55;transpetro-2026-04-comunica-o-social-rela-es-p-blicas;Transpetro 2026 — Comunicação Social - Relações Públicas;SUPABASE_ACADEMIC;Língua Portuguesa;Regência verbal e nominal;50
55;transpetro-2026-04-comunica-o-social-rela-es-p-blicas;Transpetro 2026 — Comunicação Social - Relações Públicas;SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
55;transpetro-2026-04-comunica-o-social-rela-es-p-blicas;Transpetro 2026 — Comunicação Social - Relações Públicas;SUPABASE_ACADEMIC;Língua Portuguesa;Colocação dos pronomes átonos;50
18;transpetro-2026-01-condutor-bombeador-cdm-bbd-;Transpetro 2026 — Condutor Bombeador (CDM/BBD);SUPABASE_ACADEMIC;Conhecimentos Específicos;Conteúdo específico — Condutor Bombeador (CDM/BBD);50
18;transpetro-2026-01-condutor-bombeador-cdm-bbd-;Transpetro 2026 — Condutor Bombeador (CDM/BBD);SUPABASE_ACADEMIC;Inglês Técnico Marítimo;Compreensão de texto escrito em língua inglesa;50
18;transpetro-2026-01-condutor-bombeador-cdm-bbd-;Transpetro 2026 — Condutor Bombeador (CDM/BBD);SUPABASE_ACADEMIC;Inglês Técnico Marítimo;Itens gramaticais relevantes para a compreensão dos conteúdos semânticos;50
18;transpetro-2026-01-condutor-bombeador-cdm-bbd-;Transpetro 2026 — Condutor Bombeador (CDM/BBD);SUPABASE_ACADEMIC;Inglês Técnico Marítimo;Inglês Técnico Marítimo;50
18;transpetro-2026-01-condutor-bombeador-cdm-bbd-;Transpetro 2026 — Condutor Bombeador (CDM/BBD);SUPABASE_ACADEMIC;Língua Portuguesa;Compreensão de textos de gêneros variados;50
18;transpetro-2026-01-condutor-bombeador-cdm-bbd-;Transpetro 2026 — Condutor Bombeador (CDM/BBD);SUPABASE_ACADEMIC;Língua Portuguesa;Ortografia oficial;50
18;transpetro-2026-01-condutor-bombeador-cdm-bbd-;Transpetro 2026 — Condutor Bombeador (CDM/BBD);SUPABASE_ACADEMIC;Língua Portuguesa;Mecanismos de coesão textual;50
18;transpetro-2026-01-condutor-bombeador-cdm-bbd-;Transpetro 2026 — Condutor Bombeador (CDM/BBD);SUPABASE_ACADEMIC;Língua Portuguesa;Emprego das classes de palavras;50
18;transpetro-2026-01-condutor-bombeador-cdm-bbd-;Transpetro 2026 — Condutor Bombeador (CDM/BBD);SUPABASE_ACADEMIC;Língua Portuguesa;Concordância nominal e verbal;50
18;transpetro-2026-01-condutor-bombeador-cdm-bbd-;Transpetro 2026 — Condutor Bombeador (CDM/BBD);SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
18;transpetro-2026-01-condutor-bombeador-cdm-bbd-;Transpetro 2026 — Condutor Bombeador (CDM/BBD);SUPABASE_ACADEMIC;Língua Portuguesa;Sinais de pontuação;50
18;transpetro-2026-01-condutor-bombeador-cdm-bbd-;Transpetro 2026 — Condutor Bombeador (CDM/BBD);SUPABASE_ACADEMIC;Língua Portuguesa;Significação das palavras;50
23;transpetro-2026-01-condutor-mec-nico-cdm-mec-;Transpetro 2026 — Condutor Mecânico (CDM/MEC);SUPABASE_ACADEMIC;Conhecimentos Específicos;Conteúdo específico — Condutor Mecânico (CDM/MEC);50
23;transpetro-2026-01-condutor-mec-nico-cdm-mec-;Transpetro 2026 — Condutor Mecânico (CDM/MEC);SUPABASE_ACADEMIC;Inglês Técnico Marítimo;Compreensão de texto escrito em língua inglesa;50
23;transpetro-2026-01-condutor-mec-nico-cdm-mec-;Transpetro 2026 — Condutor Mecânico (CDM/MEC);SUPABASE_ACADEMIC;Inglês Técnico Marítimo;Itens gramaticais relevantes para a compreensão dos conteúdos semânticos;50
23;transpetro-2026-01-condutor-mec-nico-cdm-mec-;Transpetro 2026 — Condutor Mecânico (CDM/MEC);SUPABASE_ACADEMIC;Inglês Técnico Marítimo;Inglês Técnico Marítimo;50
23;transpetro-2026-01-condutor-mec-nico-cdm-mec-;Transpetro 2026 — Condutor Mecânico (CDM/MEC);SUPABASE_ACADEMIC;Língua Portuguesa;Compreensão de textos de gêneros variados;50
23;transpetro-2026-01-condutor-mec-nico-cdm-mec-;Transpetro 2026 — Condutor Mecânico (CDM/MEC);SUPABASE_ACADEMIC;Língua Portuguesa;Ortografia oficial;50
23;transpetro-2026-01-condutor-mec-nico-cdm-mec-;Transpetro 2026 — Condutor Mecânico (CDM/MEC);SUPABASE_ACADEMIC;Língua Portuguesa;Mecanismos de coesão textual;50
23;transpetro-2026-01-condutor-mec-nico-cdm-mec-;Transpetro 2026 — Condutor Mecânico (CDM/MEC);SUPABASE_ACADEMIC;Língua Portuguesa;Emprego das classes de palavras;50
23;transpetro-2026-01-condutor-mec-nico-cdm-mec-;Transpetro 2026 — Condutor Mecânico (CDM/MEC);SUPABASE_ACADEMIC;Língua Portuguesa;Concordância nominal e verbal;50
23;transpetro-2026-01-condutor-mec-nico-cdm-mec-;Transpetro 2026 — Condutor Mecânico (CDM/MEC);SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
23;transpetro-2026-01-condutor-mec-nico-cdm-mec-;Transpetro 2026 — Condutor Mecânico (CDM/MEC);SUPABASE_ACADEMIC;Língua Portuguesa;Sinais de pontuação;50
23;transpetro-2026-01-condutor-mec-nico-cdm-mec-;Transpetro 2026 — Condutor Mecânico (CDM/MEC);SUPABASE_ACADEMIC;Língua Portuguesa;Significação das palavras;50
38;transpetro-2026-03-contabilidade-nm-;Transpetro 2026 — Contabilidade (NM);SUPABASE_ACADEMIC;Conhecimentos Específicos;Conteúdo específico — Contabilidade (NM);50
38;transpetro-2026-03-contabilidade-nm-;Transpetro 2026 — Contabilidade (NM);SUPABASE_ACADEMIC;Língua Portuguesa;Compreensão de textos de gêneros variados;50
38;transpetro-2026-03-contabilidade-nm-;Transpetro 2026 — Contabilidade (NM);SUPABASE_ACADEMIC;Língua Portuguesa;Ortografia oficial;50
38;transpetro-2026-03-contabilidade-nm-;Transpetro 2026 — Contabilidade (NM);SUPABASE_ACADEMIC;Língua Portuguesa;Mecanismos de coesão textual;50
38;transpetro-2026-03-contabilidade-nm-;Transpetro 2026 — Contabilidade (NM);SUPABASE_ACADEMIC;Língua Portuguesa;Emprego das classes de palavras;50
38;transpetro-2026-03-contabilidade-nm-;Transpetro 2026 — Contabilidade (NM);SUPABASE_ACADEMIC;Língua Portuguesa;Concordância nominal e verbal;50
38;transpetro-2026-03-contabilidade-nm-;Transpetro 2026 — Contabilidade (NM);SUPABASE_ACADEMIC;Língua Portuguesa;Emprego do sinal indicativo de crase;50
38;transpetro-2026-03-contabilidade-nm-;Transpetro 2026 — Contabilidade (NM);SUPABASE_ACADEMIC;Língua Portuguesa;Sinais de pontuação;50
38;transpetro-2026-03-contabilidade-nm-;Transpetro 2026 — Contabilidade (NM);SUPABASE_ACADEMIC;Língua Portuguesa;Significação das palavras;50
38;transpetro-2026-03-contabilidade-nm-;Transpetro 2026 — Contabilidade (NM);SUPABASE_ACADEMIC;Matemática;Conjuntos numéricos;50
38;transpetro-2026-03-contabilidade-nm-;Transpetro 2026 — Contabilidade (NM);SUPABASE_ACADEMIC;Matemática;Razão e proporção, regra de três e porcentagem;65
38;transpetro-2026-03-contabilidade-nm-;Transpetro 2026 — Contabilidade (NM);SUPABASE_ACADEMIC;Matemática;Relações e funções;50
38;transpetro-2026-03-contabilidade-nm-;Transpetro 2026 — Contabilidade (NM);SUPABASE_ACADEMIC;Matemática;Equações e sistemas de equações lineares;50
38;transpetro-2026-03-contabilidade-nm-;Transpetro 2026 — Contabilidade (NM);SUPABASE_ACADEMIC;Matemática;Análise combinatória;50
38;transpetro-2026-03-contabilidade-nm-;Transpetro 2026 — Contabilidade (NM);SUPABASE_ACADEMIC;Matemática;Probabilidade básica;50
